"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 22 21:20:19 EET 2024","Thu Feb 22 21:20:56 EET 2024","37030","Default Suite","IMDB","imdb.Tests.BornTodayTest","imdb.Tests.BornTodayTest","Assert_at_least_5_celebrities_have_a_birsday_today","Assert_at_least_5_celebrities_have_a_birsday_today",""
